Correlation Coefficients,Feature Pairs
0.8797954531035755,"['tBodyAcc-STD-2', 'tBodyAcc-STD-1']"
0.8044755383449731,"['tBodyAcc-STD-3', 'tBodyAcc-STD-1']"
0.8737458085281504,"['tBodyAcc-STD-3', 'tBodyAcc-STD-2']"
0.9983200934888886,"['tBodyAcc-Mad-1', 'tBodyAcc-STD-1']"
0.8754305945837599,"['tBodyAcc-Mad-1', 'tBodyAcc-STD-2']"
0.8589362554355546,"['tBodyAcc-Mad-2', 'tBodyAcc-STD-1']"
0.9960651000569394,"['tBodyAcc-Mad-2', 'tBodyAcc-STD-2']"
0.8660889151082898,"['tBodyAcc-Mad-2', 'tBodyAcc-STD-3']"
0.85481168205426,"['tBodyAcc-Mad-2', 'tBodyAcc-Mad-1']"
0.8674458754466169,"['tBodyAcc-Mad-3', 'tBodyAcc-STD-2']"
0.9959966023283148,"['tBodyAcc-Mad-3', 'tBodyAcc-STD-3']"
0.8622857627647438,"['tBodyAcc-Mad-3', 'tBodyAcc-Mad-2']"
0.9689172445911746,"['tBodyAcc-Max-1', 'tBodyAcc-STD-1']"
0.8480914097649208,"['tBodyAcc-Max-1', 'tBodyAcc-STD-2']"
0.9601804940886384,"['tBodyAcc-Max-1', 'tBodyAcc-Mad-1']"
0.8247704700447058,"['tBodyAcc-Max-1', 'tBodyAcc-Mad-2']"
0.8167445280628727,"['tBodyAcc-Max-2', 'tBodyAcc-STD-1']"
0.9179797162453418,"['tBodyAcc-Max-2', 'tBodyAcc-STD-2']"
0.8277875209544167,"['tBodyAcc-Max-2', 'tBodyAcc-STD-3']"
0.8105295955098117,"['tBodyAcc-Max-2', 'tBodyAcc-Mad-1']"
0.9118765379444723,"['tBodyAcc-Max-2', 'tBodyAcc-Mad-2']"
0.821934768644599,"['tBodyAcc-Max-2', 'tBodyAcc-Mad-3']"
0.8418674793406331,"['tBodyAcc-Max-3', 'tBodyAcc-STD-2']"
0.9106858719697856,"['tBodyAcc-Max-3', 'tBodyAcc-STD-3']"
0.832738368015862,"['tBodyAcc-Max-3', 'tBodyAcc-Mad-2']"
0.8995028872868231,"['tBodyAcc-Max-3', 'tBodyAcc-Mad-3']"
0.8300331236155997,"['tBodyAcc-Max-3', 'tBodyAcc-Max-2']"
0.9384185225327862,"['tBodyAcc-Min-1', 'tBodyAcc-STD-1']"
0.883546283931466,"['tBodyAcc-Min-1', 'tBodyAcc-STD-2']"
0.8129855927187261,"['tBodyAcc-Min-1', 'tBodyAcc-STD-3']"
0.9318404443434638,"['tBodyAcc-Min-1', 'tBodyAcc-Mad-1']"
0.8670637360017331,"['tBodyAcc-Min-1', 'tBodyAcc-Mad-2']"
0.8738143679726009,"['tBodyAcc-Min-1', 'tBodyAcc-Max-1']"
0.8696007240942738,"['tBodyAcc-Min-1', 'tBodyAcc-Max-2']"
0.8352101996778737,"['tBodyAcc-Min-1', 'tBodyAcc-Max-3']"
0.8851678304484051,"['tBodyAcc-Min-2', 'tBodyAcc-STD-1']"
0.9147862963863809,"['tBodyAcc-Min-2', 'tBodyAcc-STD-2']"
0.8808032197471207,"['tBodyAcc-Min-2', 'tBodyAcc-Mad-1']"
0.8868800304085875,"['tBodyAcc-Min-2', 'tBodyAcc-Mad-2']"
0.8850793546815976,"['tBodyAcc-Min-2', 'tBodyAcc-Max-1']"
0.8417107406233058,"['tBodyAcc-Min-2', 'tBodyAcc-Min-1']"
0.8092261264321059,"['tBodyAcc-Min-3', 'tBodyAcc-STD-1']"
0.8975076420835996,"['tBodyAcc-Min-3', 'tBodyAcc-STD-3']"
0.8031236872594795,"['tBodyAcc-Min-3', 'tBodyAcc-Mad-1']"
0.8694333953246905,"['tBodyAcc-Min-3', 'tBodyAcc-Mad-3']"
0.8198253287090221,"['tBodyAcc-Min-3', 'tBodyAcc-Max-1']"
0.8028172517928805,"['tBodyAcc-Min-3', 'tBodyAcc-Min-2']"
0.9174000201252684,"['tBodyAcc-SMA-1', 'tBodyAcc-STD-1']"
0.9538175757250867,"['tBodyAcc-SMA-1', 'tBodyAcc-STD-2']"
0.9162926607021732,"['tBodyAcc-SMA-1', 'tBodyAcc-STD-3']"
0.9169699176515506,"['tBodyAcc-SMA-1', 'tBodyAcc-Mad-1']"
0.9492421668720951,"['tBodyAcc-SMA-1', 'tBodyAcc-Mad-2']"
0.9126047661344201,"['tBodyAcc-SMA-1', 'tBodyAcc-Mad-3']"
0.871246135563497,"['tBodyAcc-SMA-1', 'tBodyAcc-Max-1']"
0.885678229541199,"['tBodyAcc-SMA-1', 'tBodyAcc-Max-2']"
0.864413366047371,"['tBodyAcc-SMA-1', 'tBodyAcc-Max-3']"
0.9002212693337379,"['tBodyAcc-SMA-1', 'tBodyAcc-Min-1']"
0.8737464181809579,"['tBodyAcc-SMA-1', 'tBodyAcc-Min-2']"
0.8301714268505472,"['tBodyAcc-SMA-1', 'tBodyAcc-Min-3']"
0.9191450954449925,"['tBodyAcc-Energy-1', 'tBodyAcc-STD-1']"
0.9262572515420263,"['tBodyAcc-Energy-1', 'tBodyAcc-Mad-1']"
0.8623052664837407,"['tBodyAcc-Energy-1', 'tBodyAcc-Max-1']"
0.8303847518422607,"['tBodyAcc-Energy-1', 'tBodyAcc-Min-1']"
0.8596190572927238,"['tBodyAcc-Energy-1', 'tBodyAcc-SMA-1']"
0.8113636874920722,"['tBodyAcc-Energy-2', 'tBodyAcc-Mad-2']"
0.9784151321879662,"['tBodyAcc-IQR-1', 'tBodyAcc-STD-1']"
0.8608070234397527,"['tBodyAcc-IQR-1', 'tBodyAcc-STD-2']"
0.9874113609482215,"['tBodyAcc-IQR-1', 'tBodyAcc-Mad-1']"
0.8421000103539253,"['tBodyAcc-IQR-1', 'tBodyAcc-Mad-2']"
0.9245830135540761,"['tBodyAcc-IQR-1', 'tBodyAcc-Max-1']"
0.9090588052600754,"['tBodyAcc-IQR-1', 'tBodyAcc-Min-1']"
0.8614162515721678,"['tBodyAcc-IQR-1', 'tBodyAcc-Min-2']"
0.9072395255745861,"['tBodyAcc-IQR-1', 'tBodyAcc-SMA-1']"
0.9267127251599558,"['tBodyAcc-IQR-1', 'tBodyAcc-Energy-1']"
0.9617403663243802,"['tBodyAcc-IQR-2', 'tBodyAcc-STD-2']"
0.8310529135921818,"['tBodyAcc-IQR-2', 'tBodyAcc-STD-3']"
0.9803025912179378,"['tBodyAcc-IQR-2', 'tBodyAcc-Mad-2']"
0.8317240216516925,"['tBodyAcc-IQR-2', 'tBodyAcc-Mad-3']"
0.8804040084164177,"['tBodyAcc-IQR-2', 'tBodyAcc-Max-2']"
0.8155447262540302,"['tBodyAcc-IQR-2', 'tBodyAcc-Min-1']"
0.8125710392318273,"['tBodyAcc-IQR-2', 'tBodyAcc-Min-2']"
0.9166133108306959,"['tBodyAcc-IQR-2', 'tBodyAcc-SMA-1']"
0.8331128001045203,"['tBodyAcc-IQR-2', 'tBodyAcc-Energy-2']"
0.8344381007762669,"['tBodyAcc-IQR-3', 'tBodyAcc-STD-2']"
0.9572281067625568,"['tBodyAcc-IQR-3', 'tBodyAcc-STD-3']"
0.8347850916316257,"['tBodyAcc-IQR-3', 'tBodyAcc-Mad-2']"
0.9772878900505946,"['tBodyAcc-IQR-3', 'tBodyAcc-Mad-3']"
0.850954590831959,"['tBodyAcc-IQR-3', 'tBodyAcc-Max-3']"
0.8832630393133383,"['tBodyAcc-IQR-3', 'tBodyAcc-SMA-1']"
0.813174381200151,"['tBodyAcc-IQR-3', 'tBodyAcc-Energy-3']"
0.8144078742835061,"['tBodyAcc-IQR-3', 'tBodyAcc-IQR-2']"
0.8153193268148557,"['tBodyAcc-ropy-1.1', 'tBodyAcc-STD-2']"
0.8027944117443276,"['tBodyAcc-ropy-1.1', 'tBodyAcc-Mad-2']"
0.8475206116136903,"['tBodyAcc-ropy-1.1', 'tBodyAcc-Max-2']"
0.8098436262373353,"['tBodyAcc-ropy-1.1', 'tBodyAcc-Min-1']"
0.8891056192760386,"['tBodyAcc-ARCoeff-2', 'tBodyAcc-ARCoeff-1']"
0.8109785539318081,"['tBodyAcc-ARCoeff-3', 'tBodyAcc-ARCoeff-2']"
0.8877417353029368,"['tBodyAcc-ARCoeff-6', 'tBodyAcc-ARCoeff-5']"
0.8705528304974735,"['tBodyAcc-ARCoeff-10', 'tBodyAcc-ARCoeff-9']"
0.9990926982033127,"['tGravityAcc-Mad-1', 'tGravityAcc-STD-1']"
0.9989932642622319,"['tGravityAcc-Mad-2', 'tGravityAcc-STD-2']"
0.9988660476135743,"['tGravityAcc-Mad-3', 'tGravityAcc-STD-3']"
0.9862634618597984,"['tGravityAcc-Max-1', 'tGravityAcc-Mean-1']"
0.9880026672036812,"['tGravityAcc-Max-2', 'tGravityAcc-Mean-2']"
0.9887201417772049,"['tGravityAcc-Max-3', 'tGravityAcc-Mean-3']"
0.9901597037886569,"['tGravityAcc-Min-1', 'tGravityAcc-Mean-1']"
0.8023750063613,"['tGravityAcc-Min-1', 'tGravityAcc-Mean-2']"
0.9599444264967467,"['tGravityAcc-Min-1', 'tGravityAcc-Max-1']"
0.8071330360566928,"['tGravityAcc-Min-1', 'tGravityAcc-Max-2']"
0.9861757297591122,"['tGravityAcc-Min-2', 'tGravityAcc-Mean-2']"
0.9548664883208552,"['tGravityAcc-Min-2', 'tGravityAcc-Max-2']"
0.9873535396500177,"['tGravityAcc-Min-3', 'tGravityAcc-Mean-3']"
0.9582818402582433,"['tGravityAcc-Min-3', 'tGravityAcc-Max-3']"
0.9817432705449429,"['tGravityAcc-Energy-1', 'tGravityAcc-Mean-1']"
0.8238419177906996,"['tGravityAcc-Energy-1', 'tGravityAcc-Mean-2']"
0.9626279741051675,"['tGravityAcc-Energy-1', 'tGravityAcc-Max-1']"
0.8141658170383878,"['tGravityAcc-Energy-1', 'tGravityAcc-Max-2']"
0.9768446257999415,"['tGravityAcc-Energy-1', 'tGravityAcc-Min-1']"
0.8141531080855425,"['tGravityAcc-Energy-1', 'tGravityAcc-Min-2']"
0.8135609985153707,"['tGravityAcc-Energy-2', 'tGravityAcc-Mean-1']"
0.8393354565116988,"['tGravityAcc-Energy-2', 'tGravityAcc-Mean-2']"
0.8241708043988532,"['tGravityAcc-Energy-2', 'tGravityAcc-Max-2']"
0.8103886575186326,"['tGravityAcc-Energy-2', 'tGravityAcc-Min-1']"
0.8318077370588713,"['tGravityAcc-Energy-2', 'tGravityAcc-Min-2']"
0.8404853836497912,"['tGravityAcc-Energy-2', 'tGravityAcc-Energy-1']"
0.814701770855455,"['tGravityAcc-Energy-3', 'tGravityAcc-Mean-1']"
0.8084624079762263,"['tGravityAcc-Energy-3', 'tGravityAcc-Max-1']"
0.8028861043713588,"['tGravityAcc-Energy-3', 'tGravityAcc-Min-1']"
0.8103678965269316,"['tGravityAcc-Energy-3', 'tGravityAcc-Energy-1']"
0.9816891334256385,"['tGravityAcc-IQR-1', 'tGravityAcc-STD-1']"
0.9886287317045537,"['tGravityAcc-IQR-1', 'tGravityAcc-Mad-1']"
0.9827953762632541,"['tGravityAcc-IQR-2', 'tGravityAcc-STD-2']"
0.9897677541670217,"['tGravityAcc-IQR-2', 'tGravityAcc-Mad-2']"
0.9819257830975675,"['tGravityAcc-IQR-3', 'tGravityAcc-STD-3']"
0.9894077653116563,"['tGravityAcc-IQR-3', 'tGravityAcc-Mad-3']"
0.9905834649939214,"['tGravityAcc-ARCoeff-2', 'tGravityAcc-ARCoeff-1']"
0.9611338338114326,"['tGravityAcc-ARCoeff-3', 'tGravityAcc-ARCoeff-1']"
0.9898712150823396,"['tGravityAcc-ARCoeff-3', 'tGravityAcc-ARCoeff-2']"
0.9126279058676342,"['tGravityAcc-ARCoeff-4', 'tGravityAcc-ARCoeff-1']"
0.9599366714616833,"['tGravityAcc-ARCoeff-4', 'tGravityAcc-ARCoeff-2']"
0.9899838568697836,"['tGravityAcc-ARCoeff-4', 'tGravityAcc-ARCoeff-3']"
0.992767167299006,"['tGravityAcc-ARCoeff-6', 'tGravityAcc-ARCoeff-5']"
0.9672963043495456,"['tGravityAcc-ARCoeff-7', 'tGravityAcc-ARCoeff-5']"
0.9907488111820912,"['tGravityAcc-ARCoeff-7', 'tGravityAcc-ARCoeff-6']"
0.9190316239205902,"['tGravityAcc-ARCoeff-8', 'tGravityAcc-ARCoeff-5']"
0.9596881793614885,"['tGravityAcc-ARCoeff-8', 'tGravityAcc-ARCoeff-6']"
0.9889493898066234,"['tGravityAcc-ARCoeff-8', 'tGravityAcc-ARCoeff-7']"
0.9958325655270956,"['tGravityAcc-ARCoeff-10', 'tGravityAcc-ARCoeff-9']"
0.9822423239320722,"['tGravityAcc-ARCoeff-11', 'tGravityAcc-ARCoeff-9']"
0.9952574569212114,"['tGravityAcc-ARCoeff-11', 'tGravityAcc-ARCoeff-10']"
0.9580871251965469,"['tGravityAcc-ARCoeff-12', 'tGravityAcc-ARCoeff-9']"
0.9802079309334242,"['tGravityAcc-ARCoeff-12', 'tGravityAcc-ARCoeff-10']"
0.9948146916789659,"['tGravityAcc-ARCoeff-12', 'tGravityAcc-ARCoeff-11']"
0.9584296590070193,"['tBodyAccJerk-STD-1', 'tBodyAcc-STD-1']"
0.8449353495986494,"['tBodyAccJerk-STD-1', 'tBodyAcc-STD-2']"
0.9515913471527165,"['tBodyAccJerk-STD-1', 'tBodyAcc-Mad-1']"
0.8187249803682219,"['tBodyAccJerk-STD-1', 'tBodyAcc-Mad-2']"
0.9526378529121018,"['tBodyAccJerk-STD-1', 'tBodyAcc-Max-1']"
0.919608116660406,"['tBodyAccJerk-STD-1', 'tBodyAcc-Min-1']"
0.8779747035673025,"['tBodyAccJerk-STD-1', 'tBodyAcc-Min-2']"
0.8107445483977306,"['tBodyAccJerk-STD-1', 'tBodyAcc-Min-3']"
0.8498694968142565,"['tBodyAccJerk-STD-1', 'tBodyAcc-SMA-1']"
0.8348720306474731,"['tBodyAccJerk-STD-1', 'tBodyAcc-Energy-1']"
0.9233965446738183,"['tBodyAccJerk-STD-1', 'tBodyAcc-IQR-1']"
0.9142259819682301,"['tBodyAccJerk-STD-2', 'tBodyAcc-STD-1']"
0.8894594654852896,"['tBodyAccJerk-STD-2', 'tBodyAcc-STD-2']"
0.9103658124010807,"['tBodyAccJerk-STD-2', 'tBodyAcc-Mad-1']"
0.860953211945716,"['tBodyAccJerk-STD-2', 'tBodyAcc-Mad-2']"
0.8994140053040295,"['tBodyAccJerk-STD-2', 'tBodyAcc-Max-1']"
0.8299987517998643,"['tBodyAccJerk-STD-2', 'tBodyAcc-Max-2']"
0.8985930784449582,"['tBodyAccJerk-STD-2', 'tBodyAcc-Min-1']"
0.9239731618166191,"['tBodyAccJerk-STD-2', 'tBodyAcc-Min-2']"
0.8547082085836848,"['tBodyAccJerk-STD-2', 'tBodyAcc-SMA-1']"
0.8928105647266001,"['tBodyAccJerk-STD-2', 'tBodyAcc-IQR-1']"
0.9509737877717668,"['tBodyAccJerk-STD-2', 'tBodyAccJerk-STD-1']"
0.8591657046877411,"['tBodyAccJerk-STD-3', 'tBodyAcc-STD-1']"
0.8271171344962246,"['tBodyAccJerk-STD-3', 'tBodyAcc-STD-3']"
0.8549190574375062,"['tBodyAccJerk-STD-3', 'tBodyAcc-Mad-1']"
0.8550337762836722,"['tBodyAccJerk-STD-3', 'tBodyAcc-Max-1']"
0.842696534103267,"['tBodyAccJerk-STD-3', 'tBodyAcc-Min-1']"
0.8348614899844777,"['tBodyAccJerk-STD-3', 'tBodyAcc-Min-2']"
0.8963660373563174,"['tBodyAccJerk-STD-3', 'tBodyAcc-Min-3']"
0.8124571109268534,"['tBodyAccJerk-STD-3', 'tBodyAcc-SMA-1']"
0.8353467437399793,"['tBodyAccJerk-STD-3', 'tBodyAcc-IQR-1']"
0.9111976171471429,"['tBodyAccJerk-STD-3', 'tBodyAccJerk-STD-1']"
0.8992959956957327,"['tBodyAccJerk-STD-3', 'tBodyAccJerk-STD-2']"
0.9594056343722315,"['tBodyAccJerk-Mad-1', 'tBodyAcc-STD-1']"
0.8441918558504851,"['tBodyAccJerk-Mad-1', 'tBodyAcc-STD-2']"
0.9540068312910358,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Mad-1']"
0.8180707461195029,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Mad-2']"
0.9479924825616904,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Max-1']"
0.9207794228561872,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Min-1']"
0.8773028111136733,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Min-2']"
0.8078928065939021,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Min-3']"
0.8496469306179083,"['tBodyAccJerk-Mad-1', 'tBodyAcc-SMA-1']"
0.8364896146498715,"['tBodyAccJerk-Mad-1', 'tBodyAcc-Energy-1']"
0.9297529548181716,"['tBodyAccJerk-Mad-1', 'tBodyAcc-IQR-1']"
0.9977830866211675,"['tBodyAccJerk-Mad-1', 'tBodyAccJerk-STD-1']"
0.952492669300915,"['tBodyAccJerk-Mad-1', 'tBodyAccJerk-STD-2']"
0.9104463974601126,"['tBodyAccJerk-Mad-1', 'tBodyAccJerk-STD-3']"
0.9155729688306488,"['tBodyAccJerk-Mad-2', 'tBodyAcc-STD-1']"
0.8913304951774983,"['tBodyAccJerk-Mad-2', 'tBodyAcc-STD-2']"
0.9115920509056065,"['tBodyAccJerk-Mad-2', 'tBodyAcc-Mad-1']"
0.8656545265093254,"['tBodyAccJerk-Mad-2', 'tBodyAcc-Mad-2']"
0.8999126557434713,"['tBodyAccJerk-Mad-2', 'tBodyAcc-Max-1']"
0.833567716927508,"['tBodyAccJerk-Mad-2', 'tBodyAcc-Max-2']"
0.9004192023453127,"['tBodyAccJerk-Mad-2', 'tBodyAcc-Min-1']"
0.914896786308876,"['tBodyAccJerk-Mad-2', 'tBodyAcc-Min-2']"
0.8573493245539048,"['tBodyAccJerk-Mad-2', 'tBodyAcc-SMA-1']"
0.8947998404812642,"['tBodyAccJerk-Mad-2', 'tBodyAcc-IQR-1']"
0.952245359361651,"['tBodyAccJerk-Mad-2', 'tBodyAccJerk-STD-1']"
0.9969141538016986,"['tBodyAccJerk-Mad-2', 'tBodyAccJerk-STD-2']"
0.8976733494380339,"['tBodyAccJerk-Mad-2', 'tBodyAccJerk-STD-3']"
0.9546297395653324,"['tBodyAccJerk-Mad-2', 'tBodyAccJerk-Mad-1']"
0.8611517172010189,"['tBodyAccJerk-Mad-3', 'tBodyAcc-STD-1']"
0.8049820554013589,"['tBodyAccJerk-Mad-3', 'tBodyAcc-STD-2']"
0.8304900394082485,"['tBodyAccJerk-Mad-3', 'tBodyAcc-STD-3']"
0.8570189335595201,"['tBodyAccJerk-Mad-3', 'tBodyAcc-Mad-1']"
0.8562708871565539,"['tBodyAccJerk-Mad-3', 'tBodyAcc-Max-1']"
0.8459649418657716,"['tBodyAccJerk-Mad-3', 'tBodyAcc-Min-1']"
0.8382313951143219,"['tBodyAccJerk-Mad-3', 'tBodyAcc-Min-2']"
0.891327378149385,"['tBodyAccJerk-Mad-3', 'tBodyAcc-Min-3']"
0.8162454074754447,"['tBodyAccJerk-Mad-3', 'tBodyAcc-SMA-1']"
0.8382968669901052,"['tBodyAccJerk-Mad-3', 'tBodyAcc-IQR-1']"
0.9134663138141236,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-STD-1']"
0.9034024362930475,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-STD-2']"
0.9968661181635713,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-STD-3']"
0.9142123615362063,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-Mad-1']"
0.9031790286509633,"['tBodyAccJerk-Mad-3', 'tBodyAccJerk-Mad-2']"
0.9251571988035934,"['tBodyAccJerk-Max-1', 'tBodyAcc-STD-1']"
0.915680866825229,"['tBodyAccJerk-Max-1', 'tBodyAcc-Mad-1']"
0.9296248261319219,"['tBodyAccJerk-Max-1', 'tBodyAcc-Max-1']"
0.882085079613386,"['tBodyAccJerk-Max-1', 'tBodyAcc-Min-1']"
0.8330908450839909,"['tBodyAccJerk-Max-1', 'tBodyAcc-Min-2']"
0.8148423491008289,"['tBodyAccJerk-Max-1', 'tBodyAcc-SMA-1']"
0.8308716869803181,"['tBodyAccJerk-Max-1', 'tBodyAcc-Energy-1']"
0.8784038992763525,"['tBodyAccJerk-Max-1', 'tBodyAcc-IQR-1']"
0.9618512737190791,"['tBodyAccJerk-Max-1', 'tBodyAccJerk-STD-1']"
0.8923073802939615,"['tBodyAccJerk-Max-1', 'tBodyAccJerk-STD-2']"
0.8739212623625063,"['tBodyAccJerk-Max-1', 'tBodyAccJerk-STD-3']"
0.952098177679129,"['tBodyAccJerk-Max-1', 'tBodyAccJerk-Mad-1']"
0.8900863987775075,"['tBodyAccJerk-Max-1', 'tBodyAccJerk-Mad-2']"
0.8721693132786986,"['tBodyAccJerk-Max-1', 'tBodyAccJerk-Mad-3']"
0.8806787564113171,"['tBodyAccJerk-Max-2', 'tBodyAcc-STD-1']"
0.8484798481569702,"['tBodyAccJerk-Max-2', 'tBodyAcc-STD-2']"
0.8759834648545367,"['tBodyAccJerk-Max-2', 'tBodyAcc-Mad-1']"
0.8150884718871355,"['tBodyAccJerk-Max-2', 'tBodyAcc-Mad-2']"
0.8698461510237483,"['tBodyAccJerk-Max-2', 'tBodyAcc-Max-1']"
0.8591749380172707,"['tBodyAccJerk-Max-2', 'tBodyAcc-Min-1']"
0.9074350486108187,"['tBodyAccJerk-Max-2', 'tBodyAcc-Min-2']"
0.8190972352105149,"['tBodyAccJerk-Max-2', 'tBodyAcc-SMA-1']"
0.8525818331916506,"['tBodyAccJerk-Max-2', 'tBodyAcc-IQR-1']"
0.9117551655652406,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-STD-1']"
0.9603469285631981,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-STD-2']"
0.8660748650095714,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-STD-3']"
0.910545862947107,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-Mad-1']"
0.9474217352011804,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-Mad-2']"
0.8682427896892555,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-Mad-3']"
0.8746038032767776,"['tBodyAccJerk-Max-2', 'tBodyAccJerk-Max-1']"
0.8253478131487584,"['tBodyAccJerk-Max-3', 'tBodyAcc-STD-1']"
0.8184050982030002,"['tBodyAccJerk-Max-3', 'tBodyAcc-Mad-1']"
